145	nich	11783
146	minaj	11704
147	cię	11658
148	była	11636
149	będę	11550
150	video	11413
151	niż	11401
152	jesteś	11347
153	koncert	11343
154	prostu	11287
155	pierwszy	11284
156	jako	11281
157	czyli	11246
158	dobry	11216
159	czas	11195
160	we	11190
161	mamy	11000
162	447	10945
163	tych	10917
164	nigdy	10881
165	niech	10824
166	12	10729
167	taka	10689
168	dalej	10616
169	wy	10608
170	in	10594
171	juz	10452
172	oni	10423
173	dużo	10337
174	im	10336
175	dnia	10247
176	https	10226
177	wszyscy	10137
178	siebie	10057
179	niego	10042
180	usa	9987
181	jakiś	9905
182	kilka	9877
183	życie	9855
184	przecież	9828
185	jaki	9734
186	ile	9716
187	mieć	9688
188	będą	9604
189	lepiej	9568
190	love	9521
191	nowy	9485
192	kim	9440
193	tyle	9397
194	nim	9371
195	via	9369
196	nam	9365
197	dobranoc	9364
198	nikt	9342
199	aż	9326
200	me	9299
201	album	9224
202	temat	9190
203	wiecie	9181
204	15	9177
205	panie	9177
206	widzę	9101
207	temu	9096
208	trochę	9088
209	jednak	9022
210	20	9018
211	każdy	9003
212	mówi	8986
213	dziękuję	8984
214	bardziej	8963
215	ok	8905
216	jakieś	8786
217	jeden	8783
218	jakie	8755
219	dzieci	8737
220	boże	8673
221	shawn	8647
222	pytanie	8630
223	ni	8602
224	bym	8568
225	00	8500
226	baby	8412
227	miał	8357
228	czemu	8341
229	zaraz	8311
230	kolejny	8297
231	xdd	8178
232	wam	8158
233	wszystkich	8103
234	rok	8095
235	mama	7967
236	swoje	7912
237	dobra	7840
238	kiedyś	7790
239	for	7785
240	you	7759
241	wszystkim	7686
242	moim	7655
243	cały	7650
244	mojej	7596
245	domu	7589
246	tez	7574
247	pewnie	7555
248	wczoraj	7551
249	ona	7538
250	samo	7525
251	znowu	7509
252	harry	7502
253	musi	7501
254	pracy	7440
255	każdym	7411
256	dzieje	7394
257	jakby	7375
258	takich	7337
259	sam	7303
260	wszystkie	7264
261	szn	7260
262	nadal	7239
263	xddd	7237
264	takiego	7147
265	końcu	7118
266	aby	7105
267	ciebie	7067
268	poseł	7040
269	sb	7022
270	robi	6999
271	at	6980
272	piosenka	6950
273	świecie	6890
274	05	6857
275	chodzi	6835
276	30	6826
277	ją	6822
278	11	6790
279	sprawie	6783
280	super	6760
281	swoją	6717
282	powiedział	6713
283	koniec	6710
284	sama	6675
285	masterpiece	6631
286	pana	6596
287	były	6567
288	jennie	6564
289	pisze	6507
290	cos	6486
291	sumie	6456
292	prawda	6452
293	macie	6449
294	potem	6437
295	polskiego	6401
296	vs	6399
297	dwa	6331
298	of	6321
299	zdjęcie	6312
300	photo	6275
301	cie	6273
302	bts	6247
303	serce	6220
304	wie	6220
305	wygląda	6218
306	czasu	6202
307	najbardziej	6186
308	sejmie	6178
309	dopiero	6156
310	gdyby	6153
311	jeżeli	6151
312	chuj	6126
313	ej	6125
314	serio	6125
315	like	6082
316	chcę	6068
317	ustawę	6068
318	nad	6068
319	dlatego	6016
320	lata	5989
321	życia	5981
322	zdjęcia	5945
323	sejmu	5927
324	polaków	5919
325	ws	5917
326	muszę	5914
327	szkoda	5900
328	rzeczy	5889
329	czuję	5884
330	da	5877
331	żalek	5853
332	prawie	5823
333	trump	5802
334	dzięki	5801
335	mną	5800
336	chciałabym	5776
337	ciekawe	5762
338	innych	5761
339	oraz	5753
340	500	5745
341	100	5740
342	pew	5717
343	czego	5708
344	konto	5704
345	ogóle	5684
346	zrobić	5655
347	spać	5633
348	mojego	5622
349	mogą	5611
350	18	5610
351	kupić	5604
352	club	5588
353	miłego	5577
354	podczas	5565
355	rozumiem	5557
356	kogoś	5556
357	krakowie	5553
358	szkoły	5547
359	prezydenta	5543
360	tą	5516
361	genie	5499
362	ani	5498
363	sprawa	5493
364	and	5405
365	prezydent	5401
366	skoro	5400
367	alone	5400
368	czym	5391
369	uwielbiam	5390
370	lub	5379
371	razy	5373
372	polskich	5361
373	ego	5352
374	np	5348
375	inne	5321
376	miałam	5296
377	miała	5286
378	warto	5284
379	dziewczyny	5272
380	ostatnio	5231
381	mało	5203
382	znasz	5181
383	mnet	5180
384	24	5168
385	niestety	5163
386	kochani	5159
387	bilet	5140
388	podpisał	5083
389	ustawy	5070
390	lubię	5039
391	melon	5029
392	słowa	5006
393	którym	4992
394	louis	4978
395	uda	4960
396	leave	4950
397	miłość	4947
398	jednym	4940
399	jedna	4938
400	wobec	4916
401	naver	4913
402	13	4895
403	zastanawiam	4861
404	soribada	4831
405	tutaj	4825
406	bugs	4808
407	nadzieję	4803
408	dokładnie	4785
409	17	4771
410	czasem	4758
411	końca	4748
412	ponad	4745
413	mandzukic	4744
414	niej	4739
415	powinien	4729
416	fajnie	4726
417	wtedy	4685
418	ogólnie	4684
419	icymi	4680
420	byc	4667
421	wiele	4659
422	jem	4625
423	rodzice	4624
424	czuje	4622
425	jakoś	4614
426	mocno	4597
427	wiec	4574
428	trumpa	4559
429	ft	4557
430	problem	4547
431	chociaż	4530
432	pierwsze	4528
433	niepełnosprawnych	4521
434	idolo	4502
435	one	4482
436	niby	4469
437	takim	4457
438	piszę	4456
439	16	4443
440	piosenki	4439
441	fav-nie	4426
442	rt-znasz	4426
443	świata	4420
444	with	4418
445	rząd	4415
446	nagle	4408
447	iść	4407
448	długo	4399
449	warszawie	4380
450	trzy	4379
451	miłości	4368
452	moze	4359
453	został	4351
454	taką	4346
455	dobre	4317
456	nocy	4312
457	de	4310
458	sa	4307
459	tt	4306
460	polacy	4303
461	uwaga	4300
462	otw	4287
463	bedzie	4281
464	przepraszam	4276
465	tony	4260
466	looks	4256
467	drugi	4256
468	pokoju	4249
469	mówił	4244
470	poc	4242
471	idę	4238
472	ktos	4234
473	bilety	4214
474	której	4200
475	myślę	4196
476	widać	4186
477	źle	4177
478	jaka	4169
479	pryzm	4165
480	tvp	4160
481	potrzebuje	4147
482	nowe	4135
483	ii	4133
484	jesteście	4119
485	ko	4103
486	polskę	4096
487	życiu	4093
488	mimo	4085
489	hej	4070
490	pieniądze	4068
491	brawo	4054
492	zamiast	4046
493	koleżanka	4043
494	czekam	4043
495	swoich	4017
496	będziesz	4015
497	dajcie	4013
498	pewno	4005
499	prawo	3998
500	błagam	3998
501	kst	3991
502	180510	3987
503	tys	3977
504	nasz	3973
505	fav	3964
506	city	3961
507	25	3948
508	oczy	3940
509	miejsce	3935
510	haha	3918
511	chcesz	3914
512	chłopak	3912
513	zostało	3908
514	min	3908
515	boli	3907
516	dość	3894
517	wiesz	3877
518	możesz	3857
519	powiedzieć	3855
520	swojego	3850
521	coraz	3847
522	zap	3845
523	wg	3840
524	szczęście	3817
525	niall	3814
526	raczej	3802
527	robić	3785
528	moich	3775
529	rp	3764
530	se	3762
531	mami	3759
532	zrobił	3754
533	oczywiście	3735
534	jesteśmy	3733
535	także	3726
536	zapraszam	3724
537	swoim	3709
538	całe	3703
539	polskie	3689
540	wszystkiego	3684
541	powinna	3681
542	człowieka	3676
543	nasze	3661
544	ig	3655
545	człowiek	3653
546	szybko	3635
547	byłam	3634
548	19	3629
549	45	3628
550	angielski	3605
551	swój	3602
552	brak	3600
553	kogo	3599
554	kocha	3599
555	stanie	3586
556	inaczej	3581
557	moj	3579
558	jakim	3576
559	premier	3574
560	meczu	3555
561	chciał	3554
562	pierdole	3552
563	info	3549
564	is	3546
565	największym	3534
566	jersey	3533
567	jezu	3529
568	jakaś	3526
569	łzami	3525
570	myślałem	3516
571	good	3512
572	wcześniej	3507
573	podobno	3506
574	gra	3504
575	mega	3502
576	hahaha	3498
577	pomoc	3498
578	pomnik	3492
579	później	3473
580	należy	3473
581	sami	3471
582	michał	3470
583	beanie	3467
584	nasty	3460
585	typ	3456
586	polecam	3455
587	fanów	3452
588	playliście	3445
589	powodu	3440
590	wciąż	3440
591	historii	3428
592	idk	3428
593	prezes	3412
594	tl	3411
595	ustawa	3409
596	mln	3408
597	będziemy	3405
598	osoba	3401
599	jedno	3392
600	pr	3391
601	premiera	3388
602	sposób	3381
603	poza	3377
604	państwa	3369
605	powinni	3368
606	spraw	3362
607	eurowizji	3361
608	cudowne	3360
609	strony	3353
610	50	3332
611	świat	3331
612	piękny	3324
613	omg	3317
614	ważne	3316
615	polskiej	3313
616	komuś	3313
617	14	3310
618	państwo	3308
619	kolejne	3305
620	wiadomo	3304
621	idzie	3297
622	dawno	3283
623	moją	3283
624	końc	3272
625	okazji	3267
626	została	3264
627	padło	3263
628	lech	3232
629	dwóch	3232
630	sobotę	3231
631	jessica	3219
632	którego	3217
633	finału	3213
634	wow	3211
635	chcą	3209
636	żart	3209
637	odcinek	3208
638	xddddddd	3202
639	walczyłam	3199
640	game	3197
641	również	3189
642	kryminalistyce	3185
643	cała	3182
644	pieskami	3182
645	wf	3177
646	latata	3177
647	kończyliśmy	3171
648	osmologii	3171
649	znaczy	3170
650	same	3169
651	vat	3165
652	dwie	3156
653	kup	3155
654	wchodzi	3154
655	mecz	3148
656	wśród	3146
657	rano	3141
658	angielskiego	3132
659	pomnika	3131
660	update	3128
661	god	3115
662	wydaje	3110
663	moment	3107
664	ryj	3107
665	kilku	3106
666	uczniów	3101
667	tweeta	3099
668	miejscu	3097
669	przykład	3094
670	choć	3093
671	problemy	3093
672	dziewczyna	3088
673	tygodniu	3086
674	twoje	3082
675	spodniach	3077
676	mn	3075
677	sezon	3071
678	wakacji	3063
679	piękne	3061
680	mniej	3056
681	wa	3056
682	auto	3050
683	królikowski	3050
684	latach	3045
685	wystarczy	3045
686	kaczyński	3041
687	miasta	3039
688	myśli	3031
689	znam	3025
690	ochotę	3019
691	sejm	3014
692	32	3013
693	najlepsze	3012
694	21	3008
695	fakt	3007
696	em	3003
697	pieniędzy	3003
698	szkole	3001
699	coward	2999
700	powiem	2999
701	pl	2996
702	ariana	2996
703	tv	2994
704	bede	2991
705	żydów	2978
706	gdzieś	2961
707	daje	2958
708	znów	2958
709	idol	2952
710	minut	2948
711	głos	2947
712	początku	2947
713	strasznie	2941
714	powinno	2939
715	nadzieje	2939
716	dziecko	2933
717	zdjęciu	2927
718	akurat	2926
719	boze	2926
720	pierogów	2924
721	40	2923
722	jecie	2923
723	daisy	2922
724	4-5	2916
725	stanem	2909
726	razie	2909
727	luck	2907
728	osobę	2901
729	ue	2893
730	piosenkę	2893
731	jednego	2892
732	biletów	2891
733	zeby	2889
734	czasami	2880
735	których	2880
736	według	2880
737	żyje	2880
738	zbyt	2879
739	la	2878
740	tydzień	2878
741	nimi	2877
742	wysokim	2875
743	kn	2862
744	xdddd	2859
745	prof	2858
746	wgl	2857
747	moge	2856
748	lisa	2848
749	prawdziwy	2845
750	sytuacji	2837
751	dziękuje	2831
752	lol	2829
753	byli	2829
754	rządu	2819
755	tymi	2814
756	komisja	2813
757	xx	2808
758	jacek	2808
759	ide	2806
760	stare	2802
761	wielu	2800
762	ciągle	2800
763	zayn	2797
764	nowa	2795
765	polską	2786
766	potrafi	2785
767	daj	2777
768	kupic	2775
769	9am	2772
770	wejść	2764
771	każdego	2763
772	opozycji	2762
773	michael	2758
774	si	2754
775	fp	2754
776	mediach	2748
777	ćwiczenia	2744
778	wreszcie	2730
779	odesza	2729
780	it	2715
781	zeszłym	2714
782	brzmi	2712
783	2017	2712
784	stało	2710
785	przyszłym	2707
786	nami	2696
787	polskim	2694
788	ehem	2690
789	thank	2686
790	rozier	2682
791	moi	2678
792	pamiętam	2675
793	często	2672
794	pozdrawiam	2668
795	dopóki	2667
796	prosze	2667
797	oglądam	2664
798	normalnie	2652
799	mieli	2652
800	między	2649
801	mówią	2647
802	fb	2646
803	finale	2645
804	zero	2645
805	umiem	2642
806	polonia	2641
807	doki	2633
808	donald	2626
809	000	2623
810	napisał	2622
811	i-dle	2620
812	całego	2619
813	kobiety	2619
814	razu	2614
815	najlepszy	2613
816	mówię	2611
817	pikachu	2609
818	stronie	2609
819	zależy	2607
820	ul	2605
821	sprawy	2605
822	protestujących	2600
823	imię	2598
824	mec	2591
825	pięknie	2585
826	wyd	2580
827	met	2579
828	stoi	2578
829	mac	2576
830	hi	2572
831	filmik	2572
832	kciuki	2569
833	am	2568
834	macierewicz	2565
835	posła	2563
836	godz	2563
837	miss	2556
838	tę	2555
839	oto	2549
840	team	2547
841	stan	2546
842	so	2545
843	izrael	2544
844	wyglądają	2538
845	najlepiej	2536
846	czekamy	2533
847	śmierci	2531
848	now	2526
849	wracam	2522
850	tuska	2518
851	cheryl	2518
852	prawa	2514
853	czasie	2513
854	tekst	2508
855	dał	2508
856	żydzi	2507
857	dziekuje	2506
858	czekolady	2506
859	oby	2505
860	rodziców	2505
861	this	2499
862	przynajmniej	2498
863	sezonu	2495
864	akcji	2495
865	jenie	2486
866	pracuje	2485
867	sytuacja	2484
868	thread	2484
869	poniedziałek	2483
870	mature	2480
871	działa	2477
872	spam	2475
873	zaczyna	2469
874	ponieważ	2469
875	życzę	2468
876	całą	2466
877	prawdopodobnie	2465
878	telefon	2464
879	mld	2463
880	ka	2461
881	zapraszamy	2460
882	kylie	2460
883	ulicy	2457
884	kolejna	2451
885	zacząć	2449
886	najpierw	2445
887	możemy	2444
888	czynnikiem	2443
889	31	2440
890	jesli	2440
891	zdaniem	2433
892	dać	2430
893	szef	2425
894	nowoczesnej	2424
895	trwa	2420
896	wojny	2417
897	wiadomość	2417
898	jednej	2413
899	takiej	2406
900	zawyżonym	2403
901	rozdzierają	2403
902	ośmiesz	2403
903	demotywującym	2403
904	którą	2400
905	zmienić	2399
906	zwykle	2397
907	just	2396
908	rzecz	2391
909	twój	2389
910	myślałam	2387
911	czerwca	2387
912	all	2386
913	serialu	2379
914	wielki	2375
915	musisz	2371
916	powiedziała	2367
917	lecha	2365
918	ceny	2364
919	słów	2363
920	dm	2361
921	musze	2358
922	jedynie	2352
923	żywo	2352
924	słyszę	2343
925	piątek	2343
926	spoko	2342
927	pierwsza	2339
928	pomocy	2333
929	zrobic	2331
930	tvn	2329
931	ofiar	2329
932	jeść	2327
933	naszej	2324
934	nienawidzę	2318
935	tobie	2308
936	22	2308
937	spokojnie	2307
938	większość	2303
939	lubi	2300
940	wlasnie	2298
941	powodzenia	2296
942	oj	2295
943	9999	2290
944	dziennikarzy	2290
945	boję	2288
946	pytam	2288
947	całej	2287
948	swojej	2287
949	jakiejś	2287
950	ku	2285
951	klasie	2280
952	ustna	2275
953	pisać	2270
954	napisać	2265
955	chwili	2264
956	wasze	2264
957	pewne	2262
958	terry	2262
959	sobą	2260
960	hot	2255
961	żalka	2250
962	usta	2249
963	czeka	2247
964	twarzy	2243
965	dobrej	2240
966	trakcie	2225
967	przyjedzie	2224
968	niemcy	2211
969	rafał	2210
970	komisji	2209
971	klasy	2207
972	program	2204
973	hahahaha	2204
974	sezonie	2203
975	ładnie	2203
976	drzwi	2203
977	tzw	2201
978	dinner	2200
979	23	2199
980	posłowie	2197
981	ojciec	2196
982	klubu	2192
983	potrzebuję	2192
984	bum	2189
985	can	2189
986	jedzenie	2183
987	miejsca	2183
988	faktycznie	2180
989	odcinków	2178
990	fluffy	2178
991	kot	2177
992	bylo	2177
993	warszawy	2174
994	robią	2174
995	znaleźć	2173
996	miesiąc	2172
997	związku	2171
998	2015	2169
999	trzyma	2166
1000	cokolwiek	2165
1001	wody	2164
1002	luke	2163
1003	obok	2163
1004	książki	2162
1005	serca	2161
1006	ręce	2158
1007	hit	2156
1008	nią	2156
1009	chwilę	2155
1010	jaką	2155
1011	krew	2153
1012	cóż	2153
1013	marie	2152
1014	byłoby	2151
1015	spotkanie	2150
1016	chłopaka	2149
1017	ciągu	2145
1018	godzin	2143
1019	widziałam	2141
1020	riverdale	2138
1021	red	2136
1022	power	2132
1023	jedną	2129
1024	kochać	2128
1025	żandarmerii	2127
1026	blisko	2127
1027	godziny	2125
1028	back	2125
1029	wysłać	2124
1030	legia	2124
1031	hélène	2124
1032	tysiące	2124
1033	akcja	2121
1034	profile	2119
1035	fajne	2118
1036	wojna	2116
1037	krystal	2115
1038	minister	2115
1039	obrony	2109
1040	zna	2108
1041	kraju	2108
1042	zostanie	2106
1043	sercu	2105
1044	odcinka	2101
1045	zazdroszczę	2101
1046	pierwszym	2101
1047	problemu	2095
1048	choćby	2093
1049	cb	2093
1050	art	2093
1051	św	2092
1052	ustny	2090
1053	głowie	2090
1054	andrzej	2089
1055	jestes	2088
1056	zostać	2087
1057	decyzji	2086
1058	pomysł	2082
1059	poradnik	2081
1060	tem	2077
1061	makijaż	2075
1062	babcia	2072
1063	horan	2070
1064	list	2069
1065	skąd	2065
1066	180507	2065
1067	chłopcy	2063
1068	wierzę	2061
1069	dzis	2061
1070	uważam	2058
1071	kolega	2058
1072	dostałam	2057
1073	nasza	2057
1074	gromee	2055
1075	tato	2053
1076	inny	2052
1077	dobro	2050
1078	chciałam	2049
1079	fani	2048
1080	28	2047
1081	trudno	2046
1082	matury	2044
1083	itp	2042
1084	fajny	2039
1085	pambrun	2035
1086	internet	2035
1087	matka	2033
1088	krakowa	2031
1089	top	2030
1090	napiszcie	2028
1091	okej	2028
1092	nowej	2028
1093	pierwszego	2027
1094	każe	2027
1095	dam	2027
1096	samym	2026
1097	władzy	2024
1098	wym	2024
1099	pol	2022
1100	tymczasem	2021
1101	serial	2019
1102	5sos	2017
1103	kaczyńskiego	2016
1104	udział	2015
1105	posłów	2014
1106	legii	2012
1107	czech	2012
1108	naszych	2012
1109	jechać	2006
1110	cz	2005
1111	wrażenie	2005
1112	rana	1999
1113	alice	1999
1114	drugiej	1997
1115	japierdole	1996
1116	żyć	1990
1117	historia	1990
1118	mówić	1990
1119	wcale	1987
1120	korei	1987
1121	trzymam	1987
1122	kurde	1986
1123	uwagę	1985
1124	niz	1983
1125	przykro	1982
1126	wygrać	1980
1127	htt	1977
1128	szczerze	1976
1129	wokół	1974
1130	booty	1966
1131	dupe	1965
1132	godzinę	1963
1133	jakąś	1962
1134	marsz	1962
1135	stop	1961
1136	partii	1958
1137	vip	1956
1138	mogli	1951
1139	selena	1950
1140	up	1949
1141	ds	1945
1142	bądź	1944
1143	izraela	1943
1144	ostatni	1942
1145	metrów	1942
1146	live	1939
1147	znalazłam	1932
1148	odpowiedź	1932
1149	niektórzy	1929
1150	cieszę	1928
1151	smutno	1926
1152	będziecie	1924
1153	niektórych	1924
1154	pół	1924
1155	mendes	1922
1156	polonii	1922
1157	nice	1921
1158	wojskowej	1920
1159	innego	1919
1160	najgorsze	1916
1161	zobaczyć	1916
1162	chcecie	1916
1163	platforma	1915
1164	kibiców	1915
1165	piękna	1911
1166	pilne	1909
1167	ashton	1907
1168	każda	1907
1169	two	1906
1170	09	1903
1171	plus	1899
1172	spac	1899
1173	patrzcie	1898
1174	cute	1898
1175	zatrzymany	1896
1176	nowego	1896
1177	jaja	1894
1178	urodziny	1893
1179	media	1892
1180	odcinku	1891
1181	umie	1891
1182	czaicie	1890
1183	powie	1887
1184	tobą	1887
1185	boje	1886
1186	rozmowy	1886
1187	zostały	1885
1188	laska	1882
1189	czytam	1882
1190	kobieta	1879
1191	zobaczyłam	1874
1192	jedzie	1874
1193	brakuje	1866
1194	mógł	1865
1195	działać	1862
1196	chcemy	1862
1197	gratulacje	1862
1198	tygodnie	1861
1199	boku	1861
1200	wyjść	1860
1201	siedzi	1858
1202	królowa	1855
1203	protest	1853
1204	zasadzie	1852
1205	chętnie	1851
1206	jakis	1849
1207	zrobiłam	1848
1208	możliwe	1847
1209	dziennikarze	1847
1210	książę	1847
1211	poland	1844
1212	tacy	1843
1213	54	1843
1214	musiał	1838
1215	or	1836
1216	dna	1835
1217	piatek	1834
1218	grać	1834
1219	ogladam	1832
1220	skandal	1832
1221	warszawa	1828
1222	kraków	1825
1223	nowym	1820
1224	wyglądam	1818
1225	pobierz	1816
1226	zajebiście	1814
1227	comeback	1814
1228	dr	1813
1229	chwila	1810
1230	wi-fi	1808
1231	sorry	1806
1232	night	1804
1233	http	1804
1234	stary	1804
1235	dobrego	1801
1236	eurowizja	1798
1237	not	1796
1238	dzien	1795
1239	twarz	1793
1240	złotych	1793
1241	hmm	1792
1242	odpowiedzi	1791
1243	kilkanaście	1790
1244	ostatnie	1790
1245	kształcie	1788
1246	przeciwko	1787
1247	udało	1787
1248	ojczyzny	1786
1249	chun-li	1784
1250	część	1783
1251	wakacje	1783
1252	mężczyzna	1782
1253	ostatnich	1782
1254	version	1782
1255	liama	1780
1256	nwm	1779
1257	jakiegoś	1779
1258	czekać	1778
1259	uczyć	1777
1260	pokazuje	1777
1261	senior	1775
1262	żadnych	1774
1263	dawajcie	1771
1264	mały	1768
1265	liceum	1767
1266	jasne	1766
1267	wolno	1764
1268	jeju	1763
1269	from	1762
1270	dz	1761
1271	hgw	1761
1272	codziennie	1759
1273	boi	1757
1274	nawiedzil	1757
1275	noc	1756
1276	wyjdzie	1754
1277	uk	1754
1278	druga	1751
1279	rady	1751
1280	mogła	1751
1281	pomiędzy	1750
1282	antoni	1743
1283	wychodzi	1742
1284	innym	1740
1285	twitter	1738
1286	macierewicza	1730
1287	zdążę	1729
1288	that	1726
1289	projekt	1725
1290	wielkie	1720
1291	drugie	1720
1292	byłem	1717
1293	pdt	1712
1294	opinie	1712
1295	cala	1710
1296	całym	1710
1297	części	1709
1298	tolerancji	1709
1299	rozmowa	1708
1300	google	1708
1301	jadę	1706
1302	bowie	1705
1303	minnie	1703
1304	referat	1703
1305	ha	1702
1306	komentarz	1702
1307	krw	1700
1308	99	1700
1309	radę	1699
1310	matematyka	1698
1311	nową	1698
1312	black	1698
1313	demokracji	1697
1314	matmy	1696
1315	war	1695
1316	słuchawki	1694
1317	siniak	1694
1318	mana	1691
1319	90	1688
1320	podstawówki	1688
1321	naszego	1688
1322	wygląd	1686
1323	rodzina	1686
1324	głosy	1686
1325	halo	1684
1326	przepuszczają	1682
1327	czegoś	1677
1328	01	1676
1329	sprawi	1674
1330	ciężko	1673
1331	istnieje	1673
1332	humor	1670
1333	prod	1670
1334	wolne	1669
1335	kończy	1668
1336	europy	1667
1337	pokazać	1666
1338	zrobię	1663
1339	wybory	1662
1340	eh	1662
1341	mozna	1661
1342	kina	1659
1343	post	1658
1344	twoja	1657
1345	mienia	1657
1346	szok	1657
1347	największe	1657
1348	dupy	1656
1349	sprzedaż	1655
1350	napisała	1654
1351	cześć	1654
1352	ustawka	1653
1353	katecheta	1652
1354	robię	1650
1355	dba	1649
1356	mo	1648
1357	smutna	1648
1358	polityki	1646
1359	oglądać	1646
1360	przypominam	1644
1361	weź	1642
1362	twoim	1642
1363	dobrym	1641
1364	rzygać	1640
1365	gawłowski	1639
1366	wypowiedzi	1638
1367	niczego	1637
1368	szukam	1637
1369	ps	1635
1370	wrześniu	1634
1371	najlepszego	1634
1372	kocie	1630
1373	płakać	1629
1374	iwona	1627
1375	szkoly	1626
1376	twittera	1624
1377	możecie	1620
1378	wolności	1620
1379	sz	1620
1380	gorzej	1617
1381	liam	1617
1382	wielka	1616
1383	twoi	1614
1384	renata	1614
1385	mocny	1613
1386	słodkie	1611
1387	trzaskowski	1610
1388	wkurwia	1610
1389	troche	1606
1390	radio	1605
1391	oficjalnie	1605
1392	ulubiony	1604
1393	-2	1603
1394	koncercie	1601
1395	pt	1601
1396	his	1599
1397	don	1599
1398	zadanie	1598
1399	łapki	1598
1400	stronę	1596
1401	partia	1595
1402	news	1595
1403	śmierć	1594
1404	rower	1594
1405	przetrwać	1593
1406	brat	1593
1407	pogi	1588
1408	facet	1588
1409	całkiem	1586
1410	niedługo	1585
1411	33	1584
1412	europa	1582
1413	konkurs	1581
1414	wyjątkowo	1580
1415	wieku	1580
1416	informacji	1578
1417	netflixa	1577
1418	dostać	1576
1419	jejku	1576
1420	zdecydowanie	1575
1421	wywiad	1575
1422	widzisz	1575
1423	weekend	1573
1424	protestu	1571
1425	naprawde	1569
1426	musimy	1569
1427	bad	1567
1428	owo	1567
1429	kandydat	1566
1430	komunikacji	1565
1431	180511	1564
1432	uczucie	1563
1433	panowie	1561
1434	sowon	1560
1435	mówiąc	1559
1436	zmiany	1559
1437	nikogo	1559
1438	nowych	1556
1439	zdjęć	1555
1440	pocztówki	1555
1441	zmiana	1554
1442	wzajemnie	1554
1443	nazywa	1553
1444	miło	1553
1445	prokuratura	1551
1446	sza	1551
1447	twitterowiczom	1550
1448	zgadzam	1548
1449	pójdzie	1548
1450	al	1548
1451	oh	1545
1452	trasa	1545
1453	prawem	1545
1454	najgorszy	1540
1455	tysięcy	1540
1456	rodzaju	1539
1457	chciała	1538
1458	treze	1538
1459	wojenne	1537
1460	nasi	1535
1461	ostatniej	1535
1462	wierze	1535
1463	przeżyłem	1535
1464	wyniki	1533
1465	aktualnie	1530
1466	krzysztof	1529
1467	iron	1529
1468	hehe	1527
1469	milion	1526
1470	arkusz	1526
1471	wiecej	1525
1472	pytania	1523
1473	pewnego	1523
1474	zanim	1522
1475	pociąg	1522
1476	idoli	1521
1477	music	1520
1478	świetnie	1519
1479	robisz	1519
1480	zupełnie	1519
1481	naszym	1518
1482	cena	1517
1483	koncertu	1516
1484	drugą	1511
1485	panu	1511
1486	najlepszych	1510
1487	siły	1509
1488	zdrowia	1509
1489	ba	1507
1490	maj	1505
1491	want	1505
1492	zaczniesz	1505
1493	młodego	1504
1494	pewna	1501
1495	jedyne	1500
1496	maturę	1499
1497	pierwszej	1499
1498	russo	1499
1499	trofea	1499
1500	najlepsza	1495
